,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,ageCode,workclassCode,educationCode,marital-statusCode,occupationCode,relationshipCode,raceCode,sexCode,native-countryCode,incomeCode
2223,adult,?,346762,11th,7,Divorced,?,Own-child,White,Male,0,0,84,United-States,<=50K,0,0,1,0,0,3,4,1,39,0
2224,old,Private,234057,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,2,4,11,2,3,0,4,1,39,1
2225,young,Federal-gov,306515,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,4,1,11,4,1,1,4,0,39,0
2226,teenager,Private,116562,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,3,4,11,4,8,3,4,0,39,0
2227,adult,Private,171159,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K,0,4,15,0,1,4,4,0,39,0
2228,young,Private,199011,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,11,4,3,3,4,1,39,0
2229,middle-aged,Private,443508,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,Canada,>50K,1,4,9,2,14,0,4,1,2,1
2230,young,Private,29810,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K,4,4,11,0,12,1,4,0,39,0
2231,young,Local-gov,238831,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,4,2,15,4,11,3,4,1,39,0
2232,middle-aged,Private,255044,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K,1,4,9,0,4,1,4,0,39,0
2233,young,Private,436253,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,4,4,15,4,8,3,4,1,39,0
2234,old,Private,144071,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,18,United-States,>50K,2,4,9,2,13,0,4,1,39,1
2235,middle-aged,State-gov,133917,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1902,60,?,>50K,1,7,10,2,10,0,2,1,0,1
2236,young,Private,188767,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,9,4,12,3,4,1,39,0
2237,young,Self-emp-not-inc,300777,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K,4,6,11,0,14,1,4,1,39,0
2238,adult,Private,26987,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,4,11,5,1,1,4,0,39,0
2239,middle-aged,Private,174395,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,60,Greece,<=50K,1,4,11,0,8,1,4,1,12,0
2240,old,Private,90290,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,34,United-States,<=50K,2,4,15,2,10,0,4,1,39,0
2241,old,Private,183735,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,2,4,15,2,12,0,4,1,39,1
2242,adult,Private,123273,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K,0,4,11,4,12,3,2,0,39,0
2243,middle-aged,Federal-gov,186916,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,>50K,1,1,12,0,11,1,4,1,39,1
2244,old,Private,43554,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,2339,40,United-States,<=50K,2,4,4,4,6,1,2,1,39,0
2245,old,Private,178251,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K,2,4,7,6,1,4,4,0,39,0
2246,adult,Private,255885,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,0,4,15,2,12,0,4,1,39,0
2247,young,State-gov,194773,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,Germany,<=50K,4,7,12,4,10,1,4,0,11,0
2248,middle-aged,Self-emp-inc,133060,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,<=50K,1,5,15,0,7,1,4,1,39,0
2249,old,Private,258006,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,Cuba,<=50K,2,4,15,6,1,1,4,0,5,0
2250,old,Private,92215,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,2,4,11,0,1,1,4,0,39,0
2251,adult,Private,33945,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,6849,0,55,United-States,<=50K,0,4,11,0,3,1,4,1,39,0
2252,old,Private,153048,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,2,4,11,6,12,1,4,0,39,0
2253,young,Private,192200,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,<=50K,4,4,9,2,10,0,4,1,0,0
2254,adult,Private,355571,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,4,11,0,7,4,2,0,39,0
2255,middle-aged,Self-emp-inc,139268,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K,1,5,14,2,10,0,4,1,39,1
2256,young,Private,34402,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K,4,4,9,4,1,1,4,1,39,0
2257,adult,Private,25955,11th,7,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0,4,1,4,8,4,0,1,39,0
2258,adult,Private,209609,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K,0,4,9,2,10,0,4,1,39,0
2259,middle-aged,Private,168283,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,4,9,2,10,0,4,1,39,1
2260,adult,Private,190895,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,0,4,15,2,10,0,4,1,39,0
2261,adult,Private,164190,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,0,4,12,4,10,3,4,1,39,0
2262,young,Private,216010,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,4,4,7,2,1,5,4,0,39,0
2263,middle-aged,State-gov,188386,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K,1,7,12,5,10,1,4,1,39,0
2264,middle-aged,Private,174491,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K,1,4,11,6,8,4,2,0,39,0
2265,middle-aged,Private,31221,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,1,4,11,0,8,4,4,0,39,0
2266,adult,Private,272451,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,4,9,4,1,1,4,0,39,0
2267,old,Self-emp-not-inc,152652,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,2,6,15,2,5,0,4,1,39,0
2268,old,Private,104413,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K,2,4,11,6,8,4,2,0,39,0
2269,middle-aged,Private,105936,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,5013,0,20,United-States,<=50K,1,4,11,2,12,5,4,0,39,0
2270,young,Private,214858,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,9,4,12,3,4,1,39,0
2271,old,Private,237735,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37,Mexico,<=50K,2,4,4,2,14,0,4,1,26,0
2272,adult,Private,158592,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,4,1,2,3,0,4,1,39,0
2273,middle-aged,Private,237321,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,>50K,1,4,3,2,7,0,4,1,26,1
2274,middle-aged,Private,23646,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,4,12,4,10,1,4,0,39,0
2275,adult,Private,169240,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,4,11,4,8,1,4,0,39,0
2276,adult,Federal-gov,454508,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,1,9,2,4,0,4,1,39,0
2277,young,Private,130356,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States,<=50K,4,4,15,4,7,3,4,1,39,0
2278,young,Private,427686,10th,6,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,0,0,3,3,4,1,39,0
2279,teenager,Local-gov,36411,12th,8,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K,3,2,2,4,10,3,4,1,39,0
2280,adult,Private,548510,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,30,United-States,<=50K,0,4,9,2,10,0,2,1,39,0
2281,adult,State-gov,140752,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,7,11,2,3,0,4,1,39,0
2282,young,Private,325596,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,4,15,4,7,1,4,1,39,0
2283,old,Local-gov,41161,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,2,2,11,2,4,0,4,1,39,0
2284,adult,Private,401832,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K,0,4,15,2,4,0,4,1,39,0
2285,old,Self-emp-not-inc,353808,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,2,6,15,2,12,0,4,1,39,1
2286,old,Self-emp-inc,349910,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K,2,5,14,2,10,0,4,1,39,1
2287,young,Private,161478,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Japan,<=50K,4,4,9,4,1,1,1,0,24,0
2288,teenager,Private,400225,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,3,4,1,4,12,3,4,0,39,0
2289,old,Self-emp-not-inc,69306,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,<=50K,2,6,15,2,8,5,4,0,39,0
2290,young,Private,270366,10th,6,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,4,4,0,0,12,1,4,0,39,0
2291,adult,Private,103751,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,6,2,3,0,4,1,39,0
2292,middle-aged,Private,75227,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States,>50K,1,4,14,4,10,1,4,1,39,1
2293,middle-aged,Local-gov,132563,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Female,0,1726,40,United-States,<=50K,1,2,14,0,10,4,2,0,39,0
2294,adult,State-gov,79580,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,0,7,9,2,1,0,2,1,39,0
2295,middle-aged,Local-gov,344624,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1485,40,United-States,>50K,1,2,15,2,8,0,4,1,39,1
2296,adult,Self-emp-inc,186359,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7688,0,60,United-States,>50K,0,5,11,2,12,0,4,1,39,1
2297,old,Private,121685,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,2,4,15,2,12,0,4,1,39,1
2298,middle-aged,Private,75104,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,1,4,9,2,10,0,4,1,39,0
2299,young,?,188343,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K,4,0,11,4,0,4,2,0,39,0
2300,adult,Private,246449,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,0,4,15,2,4,0,4,1,39,1
2301,adult,Private,545483,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0,4,7,2,5,0,4,1,39,0
2302,young,State-gov,243986,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K,4,7,15,4,10,3,4,0,39,0
2303,young,Private,369114,HS-grad,9,Separated,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K,4,4,11,5,12,2,4,0,39,0
2304,young,Private,217200,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,4,15,4,10,1,4,1,39,0
2305,adult,Private,149220,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,4,8,4,8,4,2,0,39,0
2306,middle-aged,?,162034,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,1,0,11,2,0,0,4,1,39,0
2307,middle-aged,Self-emp-not-inc,335549,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,2444,45,United-States,>50K,1,6,14,4,10,1,4,1,39,1
2308,middle-aged,Private,367749,1st-4th,2,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,El-Salvador,<=50K,1,4,3,4,7,1,4,0,8,0
2309,young,Private,98281,12th,8,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,43,United-States,<=50K,4,4,2,4,6,4,4,1,39,0
2310,young,Private,277788,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K,4,4,15,2,12,5,4,0,39,0
2311,adult,Private,103435,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K,0,4,11,0,7,4,4,1,39,0
2312,old,Self-emp-not-inc,385632,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,2,6,5,0,8,4,4,0,39,0
2313,young,Self-emp-not-inc,210278,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K,4,6,9,4,10,3,4,1,39,0
2314,young,Private,335357,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K,4,4,11,4,6,3,2,1,39,0
2315,middle-aged,Self-emp-not-inc,272165,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1,6,6,2,3,0,4,1,39,0
2316,middle-aged,Self-emp-not-inc,113434,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1,6,9,2,3,0,4,1,39,0
2317,adult,Federal-gov,115433,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,33,United-States,>50K,0,1,7,2,1,5,4,0,39,1
2318,young,Private,227890,HS-grad,9,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,United-States,<=50K,4,4,11,4,11,2,2,1,39,0
2319,old,Private,250873,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,2,4,1,2,3,0,4,1,39,0
2320,young,Private,148187,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K,4,4,1,4,8,2,4,1,39,0
2321,adult,Private,159322,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K,0,4,11,4,6,2,4,1,39,0
2322,young,Private,334368,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,4,4,15,5,1,1,4,0,39,0
2323,old,Private,196328,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K,2,4,9,2,4,0,2,1,39,0
2324,middle-aged,Private,270842,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,1,4,12,0,4,1,4,0,39,1
2325,old,Private,235079,Preschool,1,Widowed,Craft-repair,Unmarried,Black,Male,0,0,10,United-States,<=50K,2,4,13,6,3,4,2,1,39,0
2326,old,?,327154,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,40,United-States,<=50K,2,0,11,6,0,4,4,0,39,0
2327,adult,Private,188391,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50K,0,4,11,2,3,0,4,1,39,1
2328,teenager,Federal-gov,30559,HS-grad,9,Married-AF-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,3,1,11,1,12,5,4,0,39,0
2329,adult,Local-gov,255098,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0,2,9,0,10,4,4,0,39,0
2330,adult,Private,248010,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K,0,4,11,2,1,0,4,1,39,0
2331,middle-aged,Private,174515,HS-grad,9,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,1,4,11,3,8,3,4,0,39,0
2332,old,Private,193130,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,<=50K,2,4,14,2,4,0,4,1,39,0
2333,young,Private,108670,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,4,4,11,4,10,1,4,0,39,0
2334,middle-aged,Private,186172,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1,4,9,2,4,0,4,1,39,1
2335,middle-aged,Private,271828,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,1,4,11,2,7,0,4,1,39,1
2336,young,Local-gov,123983,Masters,14,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K,4,2,12,4,10,3,1,1,36,0
2337,young,Private,24896,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,30,Germany,<=50K,4,4,11,0,13,4,4,0,11,0
2338,middle-aged,Private,573583,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,Italy,>50K,1,4,11,2,14,0,4,1,22,1
2339,old,Self-emp-inc,106175,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,75,United-States,>50K,2,5,9,2,4,0,4,1,39,1
2340,middle-aged,Private,307767,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,1,4,11,2,6,0,4,1,39,0
2341,middle-aged,Private,200574,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,1,4,15,2,12,0,4,1,39,0
2342,adult,Private,59083,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,50,United-States,<=50K,0,4,15,2,8,0,4,1,39,0
2343,old,Private,358056,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,2,4,1,0,8,4,4,0,39,0
2344,old,Self-emp-inc,183869,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,?,>50K,2,5,14,2,4,0,4,1,0,1
2345,young,Private,159001,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K,4,4,11,4,6,3,4,1,39,0
2346,young,Private,155818,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,4,4,15,4,12,3,4,0,39,0
2347,middle-aged,Private,96055,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K,1,4,11,5,1,4,4,0,39,0
2348,adult,Local-gov,131776,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,2,12,4,1,1,4,0,39,0
2349,young,Private,228613,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,4,4,1,4,7,4,4,0,39,0
2350,young,Private,198163,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,4,4,12,2,12,5,4,0,39,0
2351,adult,Private,37028,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,<=50K,0,4,15,0,12,4,4,0,39,0
2352,adult,Private,177304,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,0,4,11,2,13,0,4,1,39,1
2353,old,Self-emp-not-inc,26904,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,98,United-States,<=50K,2,6,11,2,5,0,4,1,39,0
2354,young,Private,238917,7th-8th,4,Never-married,Craft-repair,Other-relative,White,Male,0,0,36,United-States,<=50K,4,4,5,4,3,2,4,1,39,0
2355,old,Private,170148,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K,2,4,11,0,3,4,2,1,39,0
2356,middle-aged,Self-emp-not-inc,27821,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,1,6,8,2,4,0,4,1,39,0
2357,middle-aged,Private,220460,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Canada,<=50K,1,4,11,4,3,1,4,1,2,0
2358,adult,Private,173858,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,?,<=50K,0,4,11,3,3,1,1,1,0,0
2359,old,Private,91048,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,35,United-States,<=50K,2,4,11,0,7,3,2,0,39,0
2360,young,Private,298696,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,4,4,9,4,1,3,4,0,39,0
2361,young,?,230397,Some-college,10,Never-married,?,Own-child,White,Female,0,0,5,United-States,<=50K,4,0,15,4,0,3,4,0,39,0
2362,adult,?,199046,Assoc-voc,11,Never-married,?,Unmarried,White,Female,0,0,2,United-States,<=50K,0,0,8,4,0,4,4,0,39,0
2363,young,Private,240063,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States,<=50K,4,4,9,4,7,3,4,1,39,0
2364,old,Local-gov,177705,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,48,United-States,<=50K,2,2,15,2,1,0,4,1,39,0
2365,teenager,Private,89397,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,3,4,11,4,8,3,4,1,39,0
2366,middle-aged,Private,239439,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,<=50K,1,4,1,2,7,5,2,0,39,0
2367,adult,Self-emp-not-inc,36989,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0,6,15,2,5,0,4,1,39,0
2368,young,Private,76978,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,35,United-States,<=50K,4,4,11,4,12,4,2,0,39,0
2369,old,Private,200068,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K,2,4,15,2,4,0,4,1,39,1
2370,young,Private,454941,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,4,4,11,2,3,0,4,1,39,0
2371,young,State-gov,107218,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K,4,7,9,4,13,3,1,1,39,0
2372,teenager,Local-gov,182070,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K,3,2,1,4,8,3,4,0,39,0
2373,adult,Private,176360,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,0,4,11,4,3,3,2,1,39,0
2374,adult,Private,452405,Preschool,1,Never-married,Other-service,Other-relative,White,Female,0,0,35,Mexico,<=50K,0,4,13,4,8,2,4,0,26,0
2375,teenager,?,297396,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,10,United-States,<=50K,3,0,11,4,0,3,4,1,39,0
2376,middle-aged,Private,84790,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,1,4,9,2,10,0,4,1,39,1
